dt,avg_ta,min_ta,max_ta,max_ta_hrmt,min_ta_hrmt,sum_rn,hr1_max_rn,mi10_max_rn,sum_rn_dur,n9_9_rn,mi10_max_rn_hrmt,hr1_max_rn_hrmt,min_rhm,avg_rhm,min_rhm_hrmt,hr24_sum_rws,avg_ws,max_ins_ws,max_ws,max_ins_ws_wd,max_ws_wd,max_wd,max_ins_ws_hrmt,max_ws_hrmt,ss_dur,sum_ss_hr,hr1_max_icsr,sum_gsr,hr1_max_icsr_hrmt,avg_tca,avg_lmac,avg_td,min_tg,avg_ts,avg_m1_5_te,avg_cm5_te,avg_cm10_te,avg_cm20_te,avg_cm30_te,avg_m0_5_te,avg_m1_0_te,avg_m5_0_te,avg_m3_0_te,dd_mes,dd_mefs,sum_dpth_fhsc,dd_mes_hrmt,dd_mefs_hrmt,avg_pv,avg_pa,avg_ps,min_ps,max_ps,min_ps_hrmt,max_ps_hrmt,sum_fog_dur,sum_lrg_ev,sum_sml_ev,iscs,code,x,y
2001-01-01,-5.2,-13.0,0.2,1545.0,647.0,,,,,0.1,,,36.0,60.0,1825.0,1037.0,1.2,8.3,5.6,290.0,290.0,140.0,51.0,110.0,9.7,4.6,,,,,,-12.2,-16.1,,,,,,,,,,,,,,,,2.4,990.6,1017.5,1012.4,1022.4,2400.0,810.0,,,,,272,128.5169,36.8718
2001-01-02,-1.5,-6.3,1.8,827.0,2400.0,0.5,,,5.75,0.4,,,42.0,58.1,1548.0,5875.0,6.8,18.1,13.6,290.0,290.0,290.0,1508.0,1740.0,9.7,1.1,,,,,,-8.7,-8.0,,,,,,,,,,,1.2,1.2,1.4,1100.0,1100.0,3.3,989.1,1015.5,1011.7,1021.3,250.0,2400.0,,,,,272,128.5169,36.8718
2001-01-03,-6.8,-9.9,-3.3,1517.0,541.0,,,,,,,,36.0,44.6,1517.0,5875.0,6.8,14.5,12.1,290.0,290.0,290.0,9.0,1130.0,9.7,6.6,,,,,,-16.8,-11.5,,,,,,,,,,,,,,,,1.6,995.7,1022.9,1021.1,1024.7,1600.0,500.0,,,,,272,128.5169,36.8718
2001-01-04,-7.9,-10.9,-4.8,1321.0,745.0,,,,,,,,27.0,39.4,1506.0,6048.0,7.0,15.4,13.2,290.0,270.0,270.0,607.0,1030.0,9.7,7.7,,,,,,-19.4,-12.1,,,,,,,,,,,,,,,,1.3,999.9,1027.4,1023.0,1030.3,0.0,2250.0,,,,,272,128.5169,36.8718
2001-01-05,-6.2,-13.8,-1.3,1415.0,615.0,,,,,,,,26.0,46.6,1054.0,3542.0,4.1,12.7,10.2,270.0,270.0,270.0,1336.0,1250.0,9.7,7.7,,,,,,-16.0,-16.5,,,,,,,,,,,,,,,,1.8,1005.1,1032.5,1030.1,1033.8,10.0,1930.0,,,,,272,128.5169,36.8718
2001-01-06,-3.8,-13.0,2.1,1457.0,708.0,,,,,11.5,,,17.0,51.8,1600.0,1037.0,1.2,7.8,5.6,290.0,290.0,320.0,3.0,20.0,9.7,5.8,,,,,,-13.2,-16.2,,,,,,,,,,,,,,,,2.2,1006.9,1034.1,1031.7,1037.2,2400.0,910.0,,,,,272,128.5169,36.8718
2001-01-07,1.5,-1.2,4.8,2205.0,45.0,25.5,,,,14.0,,,56.0,82.3,0.0,778.0,0.9,6.0,4.2,340.0,360.0,290.0,2256.0,2230.0,9.8,0.0,,,,,,-1.3,-3.7,,,,,,,,,,,13.8,13.8,14.4,1130.0,1130.0,4.9,992.9,1019.2,1013.1,1031.7,1640.0,0.0,,,,,272,128.5169,36.8718
2001-01-08,2.7,0.1,7.5,1327.0,750.0,,,,,,,,49.0,69.1,1328.0,1037.0,1.2,6.5,3.9,360.0,270.0,320.0,17.0,220.0,9.8,6.8,,,,,,-2.5,-2.2,,,,,,,,,,,8.7,,,0.0,,5.1,997.1,1023.4,1016.3,1026.0,0.0,1910.0,,,,,272,128.5169,36.8718
2001-01-09,1.2,-1.0,3.7,1654.0,2358.0,4.0,,,,4.0,,,61.0,80.8,2243.0,2765.0,3.2,13.6,10.5,270.0,290.0,270.0,2100.0,1830.0,9.8,0.0,,,,,,-1.8,-3.1,,,,,,,,,,,5.1,,,0.0,,5.4,990.4,1016.6,1011.0,1025.1,1510.0,0.0,,,,,272,128.5169,36.8718
2001-01-10,-4.1,-8.8,0.7,1520.0,2359.0,,,,,0.4,,,42.0,60.0,1630.0,2765.0,3.2,13.3,10.2,270.0,290.0,290.0,224.0,420.0,9.8,8.0,,,,,,-10.9,-9.8,,,,,,,,,,,4.0,,,0.0,,2.6,990.9,1017.7,1015.6,1020.9,2310.0,940.0,,,,,272,128.5169,36.8718
2001-01-11,-4.7,-9.1,-1.6,1252.0,2400.0,0.4,,,,,,,33.0,48.4,1148.0,5011.0,5.8,15.1,12.0,270.0,270.0,270.0,1406.0,1330.0,9.8,7.5,,,,,,-14.2,-10.1,,,,,,,,,,,4.2,1.2,1.2,500.0,500.0,2.1,989.8,1016.7,1013.6,1020.5,520.0,2400.0,,,,,272,128.5169,36.8718
2001-01-12,-9.7,-12.5,-6.0,1403.0,744.0,,,,,,,,30.0,42.5,1418.0,5011.0,5.8,15.9,11.9,270.0,270.0,290.0,1311.0,1310.0,9.8,7.4,,,,,,-20.1,-13.3,,,,,,,,,,,2.8,,,0.0,,1.2,995.8,1023.3,1020.5,1024.6,0.0,1050.0,,,,,272,128.5169,36.8718
2001-01-13,-8.8,-12.4,-4.2,1242.0,344.0,,,,,,,,38.0,57.9,38.0,2851.0,3.3,15.9,10.4,270.0,270.0,290.0,1535.0,1600.0,9.9,1.5,,,,,,-15.7,-13.1,,,,,,,,,,,2.5,,,0.0,,1.8,992.6,1020.0,1017.6,1023.5,1520.0,120.0,,,,,272,128.5169,36.8718
2001-01-14,-12.8,-15.5,-9.4,1543.0,803.0,,,,,,,,21.0,46.4,1927.0,5616.0,6.5,16.1,12.2,290.0,290.0,270.0,2013.0,1830.0,9.9,7.6,,,,,,-22.1,-16.1,,,,,,,,,,,2.2,,,0.0,,1.0,995.3,1023.1,1020.9,1025.6,1620.0,2400.0,,,,,272,128.5169,36.8718
2001-01-15,-14.3,-18.5,-10.4,1428.0,736.0,,,,,,,,27.0,42.0,1646.0,6048.0,7.0,16.2,13.4,270.0,270.0,290.0,347.0,2220.0,9.9,8.0,,,,,,-24.3,-19.3,,,,,,,,,,,2.0,,,0.0,,0.9,999.9,1028.0,1025.4,1029.3,20.0,2400.0,,,,,272,128.5169,36.8718
2001-01-16,-11.7,-14.5,-7.9,1448.0,120.0,,,,,,,,27.0,39.9,1650.0,5616.0,6.5,16.0,13.4,270.0,270.0,290.0,908.0,750.0,9.9,8.1,,,,,,-22.6,-16.2,,,,,,,,,,,1.7,,,0.0,,1.0,1001.6,1029.5,1028.3,1030.6,1330.0,1030.0,,,,,272,128.5169,36.8718
2001-01-17,-9.0,-17.8,-2.5,1521.0,733.0,,,,,,,,19.0,50.6,1310.0,1728.0,2.0,13.0,8.3,270.0,290.0,290.0,1247.0,1300.0,10.0,7.7,,,,,,-17.8,-19.6,,,,,,,,,,,1.3,,,0.0,,1.6,1002.6,1030.3,1027.8,1033.5,2310.0,800.0,,,,,272,128.5169,36.8718
