dt,avg_ta,min_ta,max_ta,max_ta_hrmt,min_ta_hrmt,sum_rn,hr1_max_rn,mi10_max_rn,sum_rn_dur,n9_9_rn,mi10_max_rn_hrmt,hr1_max_rn_hrmt,min_rhm,avg_rhm,min_rhm_hrmt,hr24_sum_rws,avg_ws,max_ins_ws,max_ws,max_ins_ws_wd,max_ws_wd,max_wd,max_ins_ws_hrmt,max_ws_hrmt,ss_dur,sum_ss_hr,hr1_max_icsr,sum_gsr,hr1_max_icsr_hrmt,avg_tca,avg_lmac,avg_td,min_tg,avg_ts,avg_m1_5_te,avg_cm5_te,avg_cm10_te,avg_cm20_te,avg_cm30_te,avg_m0_5_te,avg_m1_0_te,avg_m5_0_te,avg_m3_0_te,dd_mes,dd_mefs,sum_dpth_fhsc,dd_mes_hrmt,dd_mefs_hrmt,avg_pv,avg_pa,avg_ps,min_ps,max_ps,min_ps_hrmt,max_ps_hrmt,sum_fog_dur,sum_lrg_ev,sum_sml_ev,iscs,code,x,y
2015-07-03,19.9,16.9,22.5,2.0,1313.0,11.0,11.0,8.5,1.83,,1302.0,1255.0,56.0,83.3,5.0,1987.0,2.3,15.1,9.3,360.0,360.0,360.0,1302.0,1309.0,14.8,10.8,,,,4.4,4.4,16.9,12.6,21.4,,,,,,,,,,,,,,,19.2,1003.8,1005.9,1002.2,1009.8,1.0,2331.0,,,,{천둥}{강도0}(N)1240-{천둥}{강도0}(N{이동}NW)1310-1340. {소나기}1255-1335. {비}2250-{비}{강도0}2400-,90,128.5647,38.2509
2015-07-03,19.1,13.8,26.3,1640.0,517.0,0.0,0.0,0.0,,0.0,,,34.0,71.0,1616.0,1064.0,1.2,8.8,5.7,360.0,360.0,360.0,1205.0,1206.0,14.8,9.7,,,,5.5,,12.9,11.3,22.8,,,,,,,,,,,,,,,15.0,987.8,1005.5,1003.8,1008.2,1.0,2305.0,,,,-{박무}{강도0}0900-0910. {소나기}1150-{소나기}{강도0}1200-1210.,95,127.3042,38.1479
2015-07-03,22.2,17.5,27.1,1152.0,326.0,0.0,0.0,0.0,,,,,36.0,62.1,1558.0,1256.0,1.5,8.1,5.3,320.0,270.0,250.0,1501.0,1522.0,14.7,10.2,,,,,,13.9,15.0,27.0,,,,,,,,,,,,,,,15.9,992.4,1004.9,1003.2,1007.5,122.0,2400.0,,,,,98,127.0607,37.9019
2015-07-03,20.7,16.2,26.4,1730.0,332.0,,,,,,,,36.0,69.5,1721.0,1115.0,1.3,7.1,4.2,270.0,200.0,200.0,1410.0,1551.0,14.7,9.2,,,,,,14.2,15.3,27.6,,,,,,,,,,,,,,,16.2,1002.0,1005.4,1003.6,1007.8,27.0,2352.0,,,,,99,126.7665,37.8859
2015-07-03,15.0,11.2,22.7,1216.0,2317.0,2.0,1.5,1.0,,,1728.0,1702.0,38.0,84.6,1213.0,2244.0,2.6,7.9,5.3,250.0,110.0,270.0,1156.0,1414.0,14.7,8.5,3.32,18.01,1100.0,5.5,,11.9,11.3,18.1,,,,,,,,,,,,,,,14.0,919.2,1005.8,1001.8,1010.6,1215.0,2317.0,,,,{비}1505-1540. {비}1603-{비}{강도0}1800-,100,128.7183,37.6771
2015-07-03,21.4,15.9,26.7,1750.0,535.0,0.0,0.0,0.0,0.17,0.0,,,43.0,74.1,1833.0,1176.0,1.4,10.9,6.8,340.0,340.0,340.0,1306.0,1313.0,14.7,10.2,2.66,19.17,1400.0,2.9,2.9,15.8,12.8,25.7,19.8,25.2,25.1,25.3,25.2,25.0,22.7,14.9,16.0,,,,,,18.1,996.6,1005.5,1003.7,1008.4,1.0,2324.0,,4.0,4.5,{박무}0420-{박무}{강도0}0600-{박무}{강도0}0900-0940. {소나기}1315-1325.,101,127.7357,37.9026
2015-07-03,19.7,17.7,22.1,1151.0,458.0,,,,,,,,60.0,72.1,1209.0,2424.0,2.8,6.5,5.6,290.0,250.0,290.0,151.0,318.0,14.8,13.4,,,,0.6,0.6,14.5,17.4,30.3,,,,,,,,,,,,,,,16.5,989.5,1006.1,1003.6,1008.7,310.0,2340.0,,,,,102,124.6305,37.9661
2015-07-03,19.2,16.7,22.8,1048.0,141.0,7.5,6.0,5.5,2.0,7.5,1420.0,1420.0,56.0,73.4,530.0,1490.0,1.7,6.7,3.9,340.0,360.0,360.0,1353.0,1201.0,14.7,8.2,2.99,15.99,1000.0,4.0,4.0,14.1,13.6,24.9,19.3,21.8,22.0,21.8,21.6,22.3,20.5,12.7,15.1,,,,,,16.2,996.6,1005.7,1002.1,1009.7,11.0,2330.0,,2.5,3.9,{소나기}1240-1320. {소나기}1420-{소나기}{강도1}1500-1540. {천둥}{강도0}(E)1430.,104,128.8554,37.8046
2015-07-03,19.8,16.9,23.6,1043.0,1441.0,6.5,6.5,5.0,,,1430.0,1400.0,51.0,74.1,746.0,1786.0,2.1,7.5,4.3,70.0,50.0,320.0,1427.0,1429.0,14.7,7.9,,15.98,,,,14.9,14.1,22.0,17.7,21.8,22.3,22.3,21.9,21.6,19.3,12.7,14.2,,,,,,17.0,1002.9,1005.9,1002.2,1016.0,16.0,1831.0,,,,,105,128.891,37.7515
2015-07-03,20.2,17.2,25.0,744.0,2159.0,5.5,4.5,2.0,,,1520.0,1450.0,55.0,76.0,226.0,2489.0,2.9,11.0,7.5,360.0,360.0,360.0,1504.0,1449.0,14.7,8.0,,,,4.8,,15.6,16.7,26.3,,,,,,,,,,,,,,,17.8,1000.9,1005.5,1002.2,1009.6,1.0,2337.0,,,,{소나기}1508- {비}1610-1740.,106,129.1243,37.5071
2015-07-03,23.3,19.2,28.3,1340.0,541.0,,,,,,,,32.0,62.6,1255.0,2552.0,3.0,11.3,7.0,250.0,270.0,270.0,1237.0,1423.0,14.7,11.1,3.2,22.48,1200.0,2.1,2.1,15.1,16.6,28.2,21.3,27.1,26.7,26.1,24.7,24.6,22.6,14.5,16.1,,,,,,17.2,995.4,1005.2,1003.5,1007.8,15.0,2347.0,,7.6,8.0,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-0735.,108,126.9658,37.5714
2015-07-03,21.2,18.1,25.5,1310.0,448.0,,,,,,,,55.0,86.8,1740.0,2305.0,2.7,8.6,6.2,290.0,270.0,250.0,1633.0,1641.0,14.7,11.4,3.06,20.09,1200.0,2.5,2.5,18.5,13.9,23.7,18.9,23.9,24.1,23.7,23.4,23.0,20.6,12.5,14.6,,,,,,21.5,997.5,1005.7,1003.7,1007.9,14.0,2340.0,0.17,5.2,7.0,-{박무}-{시정(미만)}{1km}{안개}0115-{시정(이상)}{1km}{박무}0125-{박무}{강도1}0300-{박무}{강도1}0600-0820.,112,126.6249,37.4777
2015-07-03,23.0,19.1,28.4,1206.0,2349.0,,,,,,,,37.0,63.0,1155.0,1309.0,1.5,5.9,3.7,200.0,250.0,250.0,1350.0,1404.0,14.7,8.6,3.21,19.77,1100.0,4.8,,15.0,16.5,26.6,,,,,,,,,,,,,,,17.1,988.2,1005.1,1003.2,1008.2,1.0,2325.0,,,,-{연무}-{연무}{강도0}0900-1020.,114,127.9466,37.3375
2015-07-03,22.7,18.8,28.8,1258.0,2331.0,,,,,,,,35.0,68.8,1338.0,1910.0,2.2,9.3,5.4,250.0,250.0,270.0,1530.0,1536.0,14.7,11.1,2.82,20.9,1200.0,3.5,3.5,15.8,16.8,30.3,,,,,,,,,,,,,,,18.1,1001.8,1005.7,1003.8,1008.3,115.0,2340.0,,3.7,6.5,-{박무}-{박무}{강도1}0300-{박무}{강도1}0600-{박무}{강도0}0900-0910.,119,126.9853,37.2723
