dt,ta,tn,tn_at,tx,tx_at,rn,rx_1hr,rx_1hr_at,wx,wx_at,wa,wd_wx,nmin,code,x,y
2012-12-24,-6.7,-10.4,2012-12-23 22:22:00+00:00,-2.8,2012-12-24 06:34:00+00:00,0.5,0.5,2012-12-23 20:00:00+00:00,4.4,2012-12-24 01:51:00+00:00,1.4,101.3,1439,614,126.7043,36.0622
2012-12-24,-10.1,-15.6,2012-12-23 22:25:00+00:00,-4.1,2012-12-24 06:41:00+00:00,0.0,0.0,,5.9,2012-12-24 04:53:00+00:00,1.0,236.3,1440,620,127.9035,37.0737
2012-12-24,-6.8,-10.1,2012-12-23 21:29:00+00:00,-1.7,2012-12-24 14:57:00+00:00,0.0,0.0,,4.1,2012-12-24 13:39:00+00:00,1.1,157.5,1440,654,126.3072,37.2546
2012-12-24,-11.6,-15.9,2012-12-23 19:52:00+00:00,-8.5,2012-12-24 07:04:00+00:00,0.0,0.0,,10.2,2012-12-23 23:49:00+00:00,3.1,305.9,1440,659,127.2057,36.343
2012-12-24,-16.5,-23.3,2012-12-23 22:25:00+00:00,-9.1,2012-12-24 05:29:00+00:00,0.0,0.0,,7.0,2012-12-24 04:01:00+00:00,1.1,270.0,1440,660,128.3776,37.562
2012-12-24,-6.2,-8.4,2012-12-23 17:21:00+00:00,-2.4,2012-12-24 15:00:00+00:00,0.0,0.0,,10.0,2012-12-23 15:03:00+00:00,2.7,346.9,1440,662,126.297,37.1707
2012-12-24,-4.9,-10.8,2012-12-23 22:34:00+00:00,1.3,2012-12-24 14:32:00+00:00,1.5,0.5,2012-12-23 16:00:00+00:00,8.3,2012-12-24 14:31:00+00:00,1.6,261.6,1440,672,126.4883,35.4424
2012-12-24,-6.0,-10.7,2012-12-23 22:30:00+00:00,-0.7,2012-12-24 06:41:00+00:00,0.0,0.0,,6.5,2012-12-24 04:48:00+00:00,1.6,264.4,1440,673,128.7175,35.2822
2012-12-24,-12.8,-18.3,2012-12-23 19:05:00+00:00,-8.4,2012-12-24 06:26:00+00:00,0.0,0.0,,9.1,2012-12-24 03:30:00+00:00,2.5,302.0,1440,674,128.8214,37.2197
2012-12-24,-10.5,-17.0,2012-12-23 22:26:00+00:00,-4.1,2012-12-24 06:06:00+00:00,0.0,0.0,,5.9,2012-12-24 05:05:00+00:00,0.7,137.8,1440,675,127.5277,37.7898
2012-12-24,-13.5,-20.3,2012-12-23 23:27:00+00:00,-5.4,2012-12-24 06:19:00+00:00,0.0,0.0,,3.6,2012-12-24 06:26:00+00:00,0.6,317.8,1440,680,127.8441,38.2127
2012-12-24,-14.3,-21.0,2012-12-23 22:56:00+00:00,-7.7,2012-12-24 04:35:00+00:00,0.0,0.0,,3.4,2012-12-24 05:39:00+00:00,0.2,111.9,1440,681,127.8117,38.2438
2012-12-24,-18.4,-22.5,2012-12-23 20:00:00+00:00,-14.0,2012-12-24 05:20:00+00:00,0.0,0.0,,7.2,2012-12-24 10:24:00+00:00,2.8,289.9,1440,682,127.8647,38.2806
2012-12-24,-5.7,-12.1,2012-12-23 22:33:00+00:00,0.0,2012-12-24 06:30:00+00:00,0.0,0.0,,4.5,2012-12-24 08:00:00+00:00,0.8,250.3,1440,690,127.14,35.34
2012-12-24,-9.0,-14.1,2012-12-23 22:15:00+00:00,-3.0,2012-12-24 06:25:00+00:00,0.0,0.0,,3.9,2012-12-24 02:53:00+00:00,0.6,47.8,1440,691,126.9586,36.3824
2012-12-24,-11.8,-18.2,2012-12-23 22:41:00+00:00,-5.7,2012-12-24 06:06:00+00:00,0.0,0.0,,4.5,2012-12-24 04:13:00+00:00,0.7,292.5,1440,692,126.9178,38.0264
2012-12-24,-9.7,-15.2,2012-12-23 22:47:00+00:00,-5.0,2012-12-24 05:59:00+00:00,0.0,0.0,,4.2,2012-12-24 05:19:00+00:00,0.7,192.0,1440,693,127.4401,36.7232
2012-12-24,-11.4,-15.5,2012-12-23 18:44:00+00:00,-7.2,2012-12-24 15:00:00+00:00,0.0,0.0,,13.2,2012-12-24 12:56:00+00:00,4.1,278.1,1440,694,126.6094,36.7044
2012-12-24,-17.5,-22.4,2012-12-23 17:52:00+00:00,-12.6,2012-12-24 14:09:00+00:00,0.0,0.0,,12.3,2012-12-24 13:55:00+00:00,4.1,270.9,1440,695,127.432,38.1162
