dt,ta,tn,tn_at,tx,tx_at,rn,rx_1hr,rx_1hr_at,wx,wx_at,wa,wd_wx,nmin,code,x,y
1998-05-20,,,,,,0.0,,,,,,,0,538,127.1088,38.1726
1998-05-20,,,,,,0.0,,,,,,,0,715,125.45,34.68
1998-05-20,,,,,,0.0,,,,,,,0,577,126.3365,37.5341
1998-05-20,15.1,13.6,1998-05-20 08:58:00+00:00,19.9,1998-05-20 04:25:00+00:00,0.0,,,6.4,,1.5,313.6,0,700,125.9821,36.1144
1998-05-20,19.9,12.2,1998-05-19 19:47:00+00:00,29.0,1998-05-20 06:03:00+00:00,0.0,,,6.2,,1.5,354.4,0,701,127.67,36.0
1998-05-20,21.4,18.1,1998-05-20 13:06:00+00:00,30.7,1998-05-20 06:23:00+00:00,0.0,,,6.6,,1.2,262.4,0,702,126.9943,35.9385
1998-05-20,18.8,12.1,1998-05-19 18:53:00+00:00,27.0,1998-05-20 06:33:00+00:00,0.0,,,5.3,,0.9,272.3,0,703,127.3783,35.7702
1998-05-20,15.1,13.3,1998-05-20 12:09:00+00:00,18.5,1998-05-20 04:24:00+00:00,0.0,,,5.8,,1.3,1.9,0,704,126.463,35.6351
1998-05-20,,,,,,0.0,,,,,,,0,706,126.9731,35.3114
1998-05-20,18.0,,,,,0.0,,,,,,,0,707,126.2076,35.0612
1998-05-20,21.1,16.0,1998-05-19 18:16:00+00:00,28.9,1998-05-20 06:01:00+00:00,0.0,,,6.5,,1.2,280.4,0,708,126.8,35.13
1998-05-20,21.3,12.8,1998-05-19 20:08:00+00:00,30.5,1998-05-20 04:18:00+00:00,0.0,,,5.7,,1.0,195.6,0,709,127.4333,35.1833
1998-05-20,20.7,14.1,1998-05-20 00:30:00+00:00,29.0,1998-05-20 04:42:00+00:00,0.0,,,4.8,,0.8,59.9,0,710,126.7167,35.0167
1998-05-20,21.2,16.2,1998-05-19 21:38:00+00:00,28.5,1998-05-20 05:56:00+00:00,0.0,,,5.1,,1.2,138.9,0,711,126.9886,34.8879
1998-05-20,22.1,15.7,1998-05-19 20:49:00+00:00,28.6,1998-05-20 05:26:00+00:00,0.0,,,5.7,,1.5,211.8,0,712,127.48,34.93
1998-05-20,21.9,14.9,1998-05-19 20:33:00+00:00,29.6,1998-05-20 06:00:00+00:00,0.0,,,5.1,,0.6,233.2,0,713,127.5829,34.976
1998-05-20,16.5,14.2,1998-05-19 19:10:00+00:00,22.3,1998-05-20 03:58:00+00:00,0.0,,,6.9,,1.2,359.9,0,714,126.0474,34.8845
1998-05-20,16.9,,,,,0.0,,,,,,,0,716,126.0366,34.6069
1998-05-20,18.5,13.0,1998-05-19 19:16:00+00:00,26.7,1998-05-20 05:40:00+00:00,0.0,,,4.8,,0.4,43.5,0,717,126.1915,34.4
1998-05-20,17.5,11.7,1998-05-19 18:31:00+00:00,24.4,1998-05-20 06:02:00+00:00,0.0,,,3.7,,1.1,46.8,0,718,126.05,34.2833
1998-05-20,15.2,12.3,1998-05-20 13:16:00+00:00,18.9,1998-05-20 03:36:00+00:00,0.0,,,7.0,,1.5,309.2,0,719,126.4,35.82
1998-05-20,18.0,13.1,1998-05-19 19:58:00+00:00,25.7,1998-05-20 06:34:00+00:00,0.0,,,4.8,,1.3,309.8,0,720,126.5544,34.1678
1998-05-20,21.1,15.5,1998-05-19 19:25:00+00:00,26.8,1998-05-20 08:36:00+00:00,0.0,,,3.9,,0.6,271.9,0,749,127.13,34.53
1998-05-20,20.4,14.4,1998-05-19 19:41:00+00:00,27.5,1998-05-20 06:31:00+00:00,0.0,,,2.1,,0.7,183.7,0,767,127.45,34.6
1998-05-20,19.8,14.7,1998-05-19 18:09:00+00:00,28.3,1998-05-20 05:46:00+00:00,0.0,,,5.3,,1.2,321.3,0,770,126.83,34.93
1998-05-20,17.4,14.7,1998-05-19 15:06:00+00:00,23.7,1998-05-20 04:34:00+00:00,0.0,,,4.6,,1.3,0.0,0,771,126.12,34.75
1998-05-20,19.8,13.8,1998-05-19 20:39:00+00:00,27.0,1998-05-20 06:58:00+00:00,0.0,,,5.3,,1.5,353.3,0,772,126.3454,34.4858
1998-05-20,20.7,16.5,1998-05-19 18:02:00+00:00,26.6,1998-05-20 07:28:00+00:00,0.0,,,5.1,,1.5,275.3,0,773,126.5718,34.6993
1998-05-20,19.0,15.4,1998-05-19 20:34:00+00:00,26.6,1998-05-20 04:08:00+00:00,0.0,,,6.0,,0.8,289.7,0,774,126.5,34.93
1998-05-20,21.2,16.2,1998-05-19 20:31:00+00:00,30.6,1998-05-20 05:56:00+00:00,0.0,,,6.6,,0.4,284.0,0,775,126.6346,35.1785
1998-05-20,19.3,13.1,1998-05-19 20:43:00+00:00,27.2,1998-05-20 04:40:00+00:00,0.0,,,5.2,,0.8,223.7,0,776,126.5534,34.4602
1998-05-20,21.5,14.2,1998-05-19 21:04:00+00:00,28.6,1998-05-20 05:06:00+00:00,0.0,,,5.1,,1.1,141.9,0,777,126.8883,34.4994
1998-05-20,20.1,13.9,1998-05-19 20:41:00+00:00,28.8,1998-05-20 04:39:00+00:00,0.0,,,7.6,,1.7,2.0,0,778,126.88,34.78
1998-05-20,18.2,14.0,1998-05-19 21:50:00+00:00,23.4,1998-05-20 04:38:00+00:00,0.0,,,3.8,,0.9,342.0,0,779,126.2673,33.4105
