dt,ta,tn,tn_at,tx,tx_at,rn,rx_1hr,rx_1hr_at,wx,wx_at,wa,wd_wx,nmin,code,x,y
2002-04-20,,,,,,0.0,,,,,,,855,744,126.3276,34.6709
2002-04-20,13.2,2.0,2002-04-19 20:52:00+00:00,24.4,2002-04-20 05:27:00+00:00,0.0,,,7.4,,1.1,193.5,1413,638,128.4887,37.0758
2002-04-20,12.6,7.9,2002-04-19 21:50:00+00:00,18.1,2002-04-20 06:07:00+00:00,0.0,,,6.9,,2.0,63.0,1254,649,126.08,37.285
2002-04-20,13.7,7.1,2002-04-19 20:18:00+00:00,21.1,2002-04-20 03:09:00+00:00,2.0,,,6.9,,2.2,14.7,1391,698,126.2851,35.0938
2002-04-20,15.0,7.0,2002-04-19 21:25:00+00:00,21.3,2002-04-20 03:51:00+00:00,1.0,,,2.8,,0.4,69.2,1426,699,126.4833,35.01
2002-04-20,12.1,9.9,2002-04-19 15:13:00+00:00,14.4,2002-04-20 01:21:00+00:00,0.0,,,7.0,,2.4,33.0,1436,700,125.9682,36.1251
2002-04-20,13.7,3.2,2002-04-19 19:36:00+00:00,23.3,2002-04-20 05:18:00+00:00,0.0,,,6.1,,1.3,306.9,1415,701,127.67,36.0
2002-04-20,14.8,6.2,2002-04-19 20:55:00+00:00,23.7,2002-04-20 05:27:00+00:00,0.0,,,6.3,,1.1,276.2,1433,702,126.9943,35.9385
2002-04-20,12.2,2.4,2002-04-19 20:51:00+00:00,21.5,2002-04-20 04:07:00+00:00,0.0,,,7.3,,1.7,259.4,1431,703,127.3783,35.7702
2002-04-20,13.2,7.9,2002-04-19 19:56:00+00:00,17.3,2002-04-20 04:42:00+00:00,0.0,,,5.1,,0.8,66.4,1428,704,126.463,35.6351
2002-04-20,14.2,5.7,2002-04-19 19:41:00+00:00,22.6,2002-04-20 03:34:00+00:00,0.5,,,5.5,,1.6,44.4,1424,706,126.9731,35.3114
2002-04-20,14.4,8.3,2002-04-19 21:10:00+00:00,19.8,2002-04-20 03:09:00+00:00,2.5,,,7.5,,1.0,148.1,1419,707,126.2076,35.0612
2002-04-20,14.7,6.0,2002-04-19 21:26:00+00:00,22.7,2002-04-20 03:33:00+00:00,0.0,,,8.0,,1.6,127.3,1428,708,126.7333,35.1167
2002-04-20,12.9,3.1,2002-04-19 20:56:00+00:00,21.2,2002-04-20 03:29:00+00:00,0.0,,,7.5,,0.9,131.4,1428,709,127.4333,35.1833
2002-04-20,14.8,6.6,2002-04-19 21:02:00+00:00,21.1,2002-04-20 02:59:00+00:00,0.0,,,5.2,,1.1,77.0,1422,710,126.7167,35.0167
2002-04-20,13.3,4.6,2002-04-19 20:54:00+00:00,19.3,2002-04-20 02:56:00+00:00,0.0,,,9.3,,2.1,183.1,1428,711,126.9886,34.8879
2002-04-20,14.5,7.8,2002-04-19 20:28:00+00:00,19.2,2002-04-20 02:47:00+00:00,0.0,,,6.0,,1.7,128.3,1431,712,127.4875,34.9506
2002-04-20,14.9,6.7,2002-04-19 20:07:00+00:00,21.1,2002-04-20 03:29:00+00:00,0.0,,,6.2,,1.6,124.7,1430,713,127.5829,34.976
2002-04-20,13.7,6.8,2002-04-19 16:21:00+00:00,19.0,2002-04-20 03:38:00+00:00,0.5,,,7.6,,2.3,71.9,1397,714,126.0474,34.8845
2002-04-20,13.5,6.8,2002-04-19 19:49:00+00:00,19.0,2002-04-20 02:06:00+00:00,3.5,,,8.3,,1.9,58.3,1408,715,126.2687,34.4795
2002-04-20,13.5,8.5,2002-04-19 20:16:00+00:00,19.4,2002-04-20 03:45:00+00:00,0.0,,,6.1,,2.0,359.6,1417,716,126.0366,34.6069
2002-04-20,12.7,6.1,2002-04-19 19:10:00+00:00,18.1,2002-04-20 03:05:00+00:00,8.5,,,8.5,,2.0,176.7,1420,717,126.1902,34.4064
2002-04-20,12.9,8.6,2002-04-19 19:43:00+00:00,17.2,2002-04-20 02:47:00+00:00,12.0,,,10.7,,1.7,128.1,1409,718,126.0473,34.2966
2002-04-20,13.1,9.2,2002-04-19 19:09:00+00:00,19.1,2002-04-20 04:13:00+00:00,0.0,,,7.0,,2.0,120.4,1426,719,126.4,35.82
2002-04-20,12.6,8.5,2002-04-19 18:36:00+00:00,15.5,2002-04-20 02:08:00+00:00,13.5,,,9.8,,3.1,93.0,1409,720,126.5544,34.1678
