dt,avg_ta,min_ta,max_ta,max_ta_hrmt,min_ta_hrmt,sum_rn,hr1_max_rn,mi10_max_rn,sum_rn_dur,n9_9_rn,mi10_max_rn_hrmt,hr1_max_rn_hrmt,min_rhm,avg_rhm,min_rhm_hrmt,hr24_sum_rws,avg_ws,max_ins_ws,max_ws,max_ins_ws_wd,max_ws_wd,max_wd,max_ins_ws_hrmt,max_ws_hrmt,ss_dur,sum_ss_hr,hr1_max_icsr,sum_gsr,hr1_max_icsr_hrmt,avg_tca,avg_lmac,avg_td,min_tg,avg_ts,avg_m1_5_te,avg_cm5_te,avg_cm10_te,avg_cm20_te,avg_cm30_te,avg_m0_5_te,avg_m1_0_te,avg_m5_0_te,avg_m3_0_te,dd_mes,dd_mefs,sum_dpth_fhsc,dd_mes_hrmt,dd_mefs_hrmt,avg_pv,avg_pa,avg_ps,min_ps,max_ps,min_ps_hrmt,max_ps_hrmt,sum_fog_dur,sum_lrg_ev,sum_sml_ev,iscs,code,x,y
1976-01-01,7.5,-0.4,14.6,1405.0,710.0,,,,,,,,35.0,48.5,1240.0,2862.0,3.3,,12.5,0.0,270.0,250.0,,50.0,9.6,8.8,,9.12,,0.0,,-1.6,-1.8,1.8,,0.0,0.0,0.0,0.0,4.0,6.1,,,,,,,,5.5,1013.6,,,,,,,,2.9,,130,129.4128,36.9918
1976-01-02,6.9,2.0,12.7,1355.0,2025.0,,,,,,,,41.0,65.5,1200.0,2034.0,2.4,,8.5,0.0,250.0,270.0,,220.0,9.6,8.4,,8.88,,0.0,,1.0,0.2,2.7,,0.0,0.0,0.0,0.0,4.4,5.9,,,,,,,,6.6,1018.0,,,,,,,,1.8,,130,129.4128,36.9918
1976-01-03,7.5,2.0,13.1,1340.0,1230.0,,,,,,,,44.0,57.8,1425.0,2400.0,2.8,,11.5,0.0,230.0,250.0,,1110.0,9.6,6.1,,7.03,,6.3,,0.6,0.1,4.6,,0.0,0.0,0.0,0.0,4.7,5.8,,,,,,,,6.4,1013.3,,,,,,,,2.0,,130,129.4128,36.9918
1976-01-04,6.9,3.4,12.4,1305.0,355.0,,,,,,,,49.0,70.0,1530.0,2733.0,3.2,,18.0,0.0,270.0,270.0,,2400.0,9.7,7.6,,7.81,,3.0,,1.5,1.0,4.8,,0.0,0.0,0.0,0.0,5.1,5.8,,,,,,,,6.9,1006.5,,,,,,,,2.8,{폭풍}2330-2400.,130,129.4128,36.9918
1976-01-05,1.3,-2.2,6.4,0.0,2400.0,,,,,,,,45.0,55.8,1340.0,4434.0,5.1,,21.0,0.0,270.0,270.0,,230.0,9.7,8.1,,8.77,,0.0,,-7.8,-3.2,0.4,,0.0,0.0,0.0,0.0,5.5,6.0,,,,,,,,3.4,1012.4,,,,,,,,2.6,{폭풍}0000-0320.  {폭풍}1420-1440.,130,129.4128,36.9918
1976-01-06,-1.0,-5.0,4.1,1415.0,725.0,,,,,,,,40.0,51.5,1640.0,3183.0,3.7,,11.5,0.0,230.0,270.0,,2020.0,9.7,8.7,,9.05,,0.0,,-9.8,-5.4,-0.6,,0.0,0.0,0.0,0.0,5.0,6.0,,,,,,,,2.9,1013.2,,,,,,,,2.5,,130,129.4128,36.9918
1976-01-07,2.6,-1.6,8.3,1410.0,0.0,,,,,,,,58.0,67.5,1430.0,2328.0,2.7,,11.0,0.0,200.0,230.0,,1410.0,9.7,6.2,,7.68,,4.0,,-1.9,-3.2,0.7,,0.0,0.0,0.0,0.0,4.5,6.0,,,,,,,,5.4,1012.3,,,,,,,,1.8,,130,129.4128,36.9918
1976-01-08,3.4,-3.0,6.9,310.0,2400.0,,,,,,,,39.0,56.5,1620.0,3351.0,3.9,,20.0,0.0,270.0,270.0,,510.0,9.7,7.6,,8.53,,2.7,,-6.3,-4.0,0.9,,0.0,0.0,0.0,0.0,4.3,6.0,,,,,,,,4.0,1010.7,,,,,,,,2.7,{폭풍}0340-0530.  {폭풍}1040-1100.,130,129.4128,36.9918
1976-01-09,-2.8,-5.2,2.0,1345.0,2320.0,,,,,,,,37.0,48.3,1220.0,3084.0,3.6,,13.5,0.0,270.0,270.0,,920.0,9.7,7.6,,8.4,,0.0,,-12.1,-6.9,-1.7,,0.0,0.0,0.0,0.0,4.3,6.0,,,,,,,,2.5,1019.1,,,,,,,,2.4,,130,129.4128,36.9918
1976-01-10,-4.0,-7.2,0.8,1340.0,800.0,,,,,,,,38.0,50.3,1010.0,2613.0,3.0,,12.0,0.0,270.0,270.0,,1440.0,9.7,8.9,,10.29,,2.3,,-12.9,-7.6,-2.3,,0.0,0.0,0.0,0.0,4.0,6.0,,,,,,,,2.3,1019.0,,,,,,,,2.1,,130,129.4128,36.9918
