dt,ta,tn,tn_at,tx,tx_at,rn,rx_1hr,rx_1hr_at,wx,wx_at,wa,wd_wx,nmin,code,x,y
1998-01-05,-2.0,-9.2,1998-01-04 22:03:00+00:00,3.9,1998-01-05 03:20:00+00:00,0.0,,,9.8,,1.4,312.2,0,604,127.58,36.3
1998-01-05,0.3,-4.5,1998-01-04 15:01:00+00:00,4.0,1998-01-05 06:03:00+00:00,5.0,,,11.8,,3.2,289.9,0,616,126.62,36.88
1998-01-05,-3.8,-8.9,1998-01-04 15:42:00+00:00,0.6,1998-01-05 02:49:00+00:00,1.5,,,9.9,,1.0,317.6,0,619,127.68,36.93
1998-01-05,-3.1,-11.0,1998-01-04 22:35:00+00:00,1.5,1998-01-05 03:40:00+00:00,0.5,,,9.1,,1.7,236.4,0,623,127.58,36.78
1998-01-05,-0.7,-5.2,1998-01-04 15:01:00+00:00,3.7,1998-01-05 06:43:00+00:00,0.0,,,8.6,,2.7,263.9,0,634,126.8858,36.8664
1998-01-05,3.5,0.9,1998-01-04 15:01:00+00:00,6.6,1998-01-05 04:06:00+00:00,0.0,,,10.2,,3.4,317.8,0,700,125.9821,36.1144
1998-01-05,-1.5,-8.7,1998-01-04 15:13:00+00:00,1.6,1998-01-05 04:18:00+00:00,0.0,,,8.1,,2.1,209.7,0,701,127.67,36.0
1998-01-05,2.2,-2.6,1998-01-04 17:52:00+00:00,6.7,1998-01-05 07:31:00+00:00,0.0,,,11.4,,2.3,246.5,0,702,126.9943,35.9385
1998-01-05,-3.8,-9.9,1998-01-04 15:01:00+00:00,1.2,1998-01-05 03:40:00+00:00,0.5,,,5.1,,1.2,165.5,0,703,127.3783,35.7702
1998-01-05,3.7,-0.9,1998-01-04 15:01:00+00:00,6.0,1998-01-05 06:07:00+00:00,0.0,,,13.4,,3.8,216.7,0,704,126.463,35.6351
1998-01-05,0.5,-5.5,1998-01-04 21:15:00+00:00,5.3,1998-01-05 07:14:00+00:00,0.0,,,11.0,,1.6,238.1,0,706,126.9731,35.3114
1998-01-05,3.6,0.6,1998-01-04 15:59:00+00:00,5.8,1998-01-05 05:55:00+00:00,0.0,,,8.1,,2.9,183.8,0,707,126.2076,35.0612
1998-01-05,0.8,-3.9,1998-01-04 20:44:00+00:00,5.4,1998-01-05 06:28:00+00:00,0.0,,,10.9,,2.0,257.6,0,708,126.8,35.13
1998-01-05,0.2,-5.1,1998-01-04 22:37:00+00:00,4.7,1998-01-05 05:14:00+00:00,0.0,,,7.3,,2.0,209.3,0,709,127.4333,35.1833
1998-01-05,1.2,-3.2,1998-01-04 23:14:00+00:00,5.9,1998-01-05 06:25:00+00:00,0.5,,,10.2,,1.2,57.3,0,710,126.7167,35.0167
1998-01-05,2.2,-3.6,1998-01-04 21:39:00+00:00,6.7,1998-01-05 06:22:00+00:00,0.0,,,9.5,,1.8,290.0,0,711,126.9886,34.8879
1998-01-05,3.0,-1.7,1998-01-04 16:02:00+00:00,6.2,1998-01-05 06:59:00+00:00,0.0,,,8.6,,1.8,275.4,0,712,127.48,34.93
1998-01-05,2.7,-1.5,1998-01-04 22:48:00+00:00,6.8,1998-01-05 06:36:00+00:00,0.0,,,9.0,,2.1,292.9,0,713,127.5829,34.976
1998-01-05,5.6,2.5,1998-01-04 15:44:00+00:00,7.5,1998-01-05 05:01:00+00:00,0.0,,,13.4,,6.0,276.0,0,714,126.0474,34.8845
1998-01-05,4.5,1.9,1998-01-04 15:29:00+00:00,6.1,1998-01-05 13:08:00+00:00,0.0,,,13.1,,5.3,292.9,0,715,125.45,34.68
1998-01-05,5.3,2.4,1998-01-04 15:02:00+00:00,7.5,1998-01-05 05:13:00+00:00,0.0,,,15.0,,6.5,276.0,0,716,126.0366,34.6069
1998-01-05,5.3,1.9,1998-01-04 15:02:00+00:00,6.8,1998-01-05 04:21:00+00:00,0.0,,,11.4,,2.6,213.2,0,717,126.1915,34.4
1998-01-05,5.1,1.8,1998-01-04 15:01:00+00:00,6.5,1998-01-05 14:59:00+00:00,0.0,,,14.4,,5.5,328.0,0,718,126.05,34.2833
1998-01-05,3.6,-0.5,1998-01-04 20:03:00+00:00,6.1,1998-01-05 06:50:00+00:00,0.0,,,17.2,,6.8,276.5,0,719,126.4,35.82
1998-01-05,5.9,1.6,1998-01-04 15:03:00+00:00,7.3,1998-01-05 14:54:00+00:00,0.0,,,12.8,,4.7,295.2,0,720,126.5544,34.1678
1998-01-05,2.7,-2.9,1998-01-04 15:16:00+00:00,5.2,1998-01-05 10:39:00+00:00,0.0,,,12.8,,3.4,234.3,0,739,126.5511,35.5243
1998-01-05,0.6,-3.8,1998-01-04 15:25:00+00:00,5.5,1998-01-05 06:37:00+00:00,0.0,,,9.8,,0.8,222.7,0,770,126.83,34.93
1998-01-05,4.4,1.0,1998-01-04 16:02:00+00:00,6.7,1998-01-05 05:48:00+00:00,0.0,,,13.6,,4.5,36.8,0,771,126.12,34.75
1998-01-05,2.3,-2.5,1998-01-04 16:37:00+00:00,7.0,1998-01-05 05:47:00+00:00,0.0,,,10.6,,2.3,273.0,0,773,126.5718,34.6993
1998-01-05,1.7,-3.2,1998-01-04 22:33:00+00:00,6.0,1998-01-05 06:03:00+00:00,0.0,,,8.2,,0.9,189.9,0,774,126.5,34.93
1998-01-05,0.5,-5.4,1998-01-04 23:03:00+00:00,5.0,1998-01-05 06:39:00+00:00,0.0,,,12.2,,1.6,270.1,0,775,126.6346,35.1785
1998-01-05,2.8,-2.1,1998-01-04 15:01:00+00:00,7.5,1998-01-05 04:41:00+00:00,0.0,,,9.6,,1.5,271.6,0,776,126.5534,34.4602
1998-01-05,2.7,-1.9,1998-01-04 15:03:00+00:00,6.6,1998-01-05 06:26:00+00:00,0.0,,,12.7,,2.9,225.7,0,777,126.8883,34.4994
1998-01-05,0.4,-3.9,1998-01-04 16:58:00+00:00,5.3,1998-01-05 06:20:00+00:00,0.0,,,7.7,,1.3,261.4,0,778,126.88,34.78
1998-01-05,6.5,3.9,1998-01-04 15:46:00+00:00,7.8,1998-01-05 13:56:00+00:00,0.0,,,10.1,,4.5,221.1,0,779,126.2673,33.4105
1998-01-05,5.8,2.3,1998-01-04 21:52:00+00:00,9.2,1998-01-05 02:51:00+00:00,0.0,,,13.0,,3.4,232.3,0,780,126.7208,33.28
1998-01-05,5.4,3.5,1998-01-04 15:01:00+00:00,8.1,1998-01-05 06:12:00+00:00,0.0,,,12.7,,4.7,292.4,0,781,126.8519,33.5226
1998-01-05,1.0,-4.3,1998-01-04 21:09:00+00:00,5.8,1998-01-05 06:48:00+00:00,0.0,,,10.1,,1.5,266.2,0,783,126.81,35.19
1998-01-05,1.8,-2.8,1998-01-04 23:02:00+00:00,7.1,1998-01-05 05:56:00+00:00,0.0,,,11.3,,1.8,269.4,0,784,126.6071,34.8686
1998-01-05,3.5,-1.5,1998-01-04 15:26:00+00:00,7.5,1998-01-05 06:54:00+00:00,0.0,,,14.5,,3.0,262.9,0,785,126.6761,34.4642
1998-01-05,3.4,-1.2,1998-01-04 15:53:00+00:00,6.8,1998-01-05 06:16:00+00:00,0.0,,,8.6,,2.1,269.4,0,786,127.72,34.62
1998-01-05,3.1,-2.0,1998-01-04 15:38:00+00:00,6.5,1998-01-05 06:31:00+00:00,0.0,,,14.6,,5.0,259.1,0,787,127.3306,34.445
1998-01-05,-0.8,-4.3,1998-01-04 15:21:00+00:00,1.6,1998-01-05 06:53:00+00:00,0.0,,,5.4,,0.8,343.0,0,788,127.0,35.13
1998-01-05,0.4,-5.0,1998-01-04 17:38:00+00:00,4.9,1998-01-05 05:56:00+00:00,0.0,,,18.1,,4.8,278.7,0,800,129.4622,36.6809
1998-01-05,-1.9,-8.6,1998-01-04 20:57:00+00:00,4.2,1998-01-05 05:12:00+00:00,0.0,,,14.0,,3.2,308.9,0,801,129.07,36.7
1998-01-05,0.8,-4.7,1998-01-04 22:54:00+00:00,5.6,1998-01-05 05:14:00+00:00,0.0,,,11.9,,2.9,69.3,0,802,128.17,36.42
1998-01-05,-1.7,-7.3,1998-01-04 18:10:00+00:00,2.8,1998-01-05 05:30:00+00:00,0.0,,,10.7,,2.5,321.3,0,803,129.07,36.42
1998-01-05,-2.8,-7.7,1998-01-04 16:41:00+00:00,1.6,1998-01-05 03:17:00+00:00,0.5,,,8.7,,0.9,277.9,0,814,128.6541,36.9789
1998-01-05,0.4,-7.2,1998-01-04 20:45:00+00:00,6.2,1998-01-05 06:10:00+00:00,0.0,,,11.7,,1.2,269.6,0,828,128.45,35.7
1998-01-05,-0.8,-9.6,1998-01-04 22:11:00+00:00,5.5,1998-01-05 05:23:00+00:00,0.0,,,10.2,,2.2,193.0,0,848,128.8922,35.687
