dt,ta,tn,tn_at,tx,tx_at,rn,rx_1hr,rx_1hr_at,wx,wx_at,wa,wd_wx,nmin,code,x,y
2014-01-01,3.7,-2.5,2013-12-31 19:33:00+00:00,10.0,2014-01-01 04:45:00+00:00,0.0,0.0,,12.1,2014-01-01 05:01:00+00:00,2.1,276.4,1440,925,128.823,35.3744
2014-01-02,2.0,-4.1,2014-01-01 22:58:00+00:00,10.4,2014-01-02 05:41:00+00:00,0.0,0.0,,7.0,2014-01-02 06:17:00+00:00,1.1,267.9,1439,925,128.823,35.3744
2014-01-03,1.1,-5.8,2014-01-02 22:18:00+00:00,9.9,2014-01-03 06:50:00+00:00,0.0,0.0,2014-01-02 16:00:00+00:00,3.7,2014-01-03 00:44:00+00:00,0.7,279.2,1438,925,128.823,35.3744
2014-01-04,2.7,-4.0,2014-01-03 22:48:00+00:00,10.1,2014-01-04 05:33:00+00:00,0.0,0.0,,4.0,2014-01-04 03:18:00+00:00,0.9,287.6,1439,925,128.823,35.3744
2014-01-05,2.9,-3.0,2014-01-04 22:12:00+00:00,9.5,2014-01-05 05:56:00+00:00,0.0,0.0,,8.8,2014-01-05 06:26:00+00:00,1.5,332.8,1440,925,128.823,35.3744
2014-01-06,1.5,-3.5,2014-01-05 21:38:00+00:00,8.3,2014-01-06 06:27:00+00:00,0.0,0.0,,6.1,2014-01-05 22:08:00+00:00,1.4,301.7,1440,925,128.823,35.3744
2014-01-07,1.4,-6.7,2014-01-06 21:59:00+00:00,9.0,2014-01-07 06:00:00+00:00,0.0,0.0,,4.0,2014-01-07 06:42:00+00:00,0.9,270.7,1440,925,128.823,35.3744
2014-01-08,2.9,1.4,2014-01-08 12:09:00+00:00,4.2,2014-01-08 07:14:00+00:00,4.0,1.0,2014-01-08 01:00:00+00:00,5.5,2014-01-08 02:46:00+00:00,1.5,324.3,1440,925,128.823,35.3744
2014-01-09,-2.3,-6.5,2014-01-09 14:40:00+00:00,1.7,2014-01-08 15:15:00+00:00,0.0,0.0,,11.9,2014-01-08 17:20:00+00:00,4.5,335.6,1404,925,128.823,35.3744
2014-01-10,-2.9,-7.5,2014-01-09 17:28:00+00:00,3.3,2014-01-10 06:10:00+00:00,0.0,0.0,,6.4,2014-01-10 06:24:00+00:00,1.6,262.3,1440,925,128.823,35.3744
2014-01-11,-1.5,-6.7,2014-01-10 22:15:00+00:00,5.7,2014-01-11 05:38:00+00:00,0.0,0.0,,6.2,2014-01-11 04:23:00+00:00,1.4,282.0,1439,925,128.823,35.3744
2014-01-12,-0.7,-7.3,2014-01-11 22:04:00+00:00,6.2,2014-01-12 06:11:00+00:00,0.0,0.0,,5.9,2014-01-12 06:41:00+00:00,1.1,256.6,1440,925,128.823,35.3744
2014-01-13,-1.8,-5.9,2014-01-13 14:34:00+00:00,3.5,2014-01-13 06:17:00+00:00,0.0,0.0,,10.4,2014-01-13 03:50:00+00:00,2.8,332.8,1440,925,128.823,35.3744
2014-01-14,-1.6,-7.5,2014-01-13 16:59:00+00:00,5.1,2014-01-14 06:22:00+00:00,0.0,0.0,,7.6,2014-01-14 03:12:00+00:00,2.4,327.1,1440,925,128.823,35.3744
2014-01-15,-0.2,-6.3,2014-01-14 16:48:00+00:00,5.4,2014-01-15 05:45:00+00:00,0.0,0.0,,7.2,2014-01-15 03:32:00+00:00,2.4,332.8,1440,925,128.823,35.3744
2014-01-16,-0.6,-6.9,2014-01-15 22:53:00+00:00,6.8,2014-01-16 06:23:00+00:00,0.0,0.0,,7.0,2014-01-16 03:27:00+00:00,1.8,324.3,1439,925,128.823,35.3744
2014-01-17,-0.1,-5.2,2014-01-16 21:50:00+00:00,7.5,2014-01-17 05:57:00+00:00,0.0,0.0,,6.1,2014-01-17 04:32:00+00:00,1.5,327.1,1440,925,128.823,35.3744
