dt,ta,tn,tn_at,tx,tx_at,rn,rx_1hr,rx_1hr_at,wx,wx_at,wa,wd_wx,nmin,code,x,y
1999-06-28,22.2,16.4,1999-06-27 19:31:00+00:00,29.7,1999-06-28 07:19:00+00:00,0.0,,,3.6,,0.8,74.0,0,612,127.1,36.4833
1999-06-28,23.4,20.5,1999-06-27 21:57:00+00:00,28.2,1999-06-28 06:26:00+00:00,0.0,,,3.6,,0.1,242.6,0,615,127.1,36.1833
1999-06-28,23.2,16.9,1999-06-27 20:36:00+00:00,30.8,1999-06-28 07:41:00+00:00,0.0,,,9.4,,1.2,220.9,0,616,126.62,36.88
1999-06-28,25.4,17.8,1999-06-27 20:12:00+00:00,33.5,1999-06-28 04:05:00+00:00,0.0,,,6.1,,1.6,208.0,0,650,127.3333,38.2833
1999-06-28,21.8,19.3,1999-06-27 17:51:00+00:00,26.4,1999-06-28 05:28:00+00:00,0.0,,,5.3,,1.1,155.4,0,700,125.9821,36.1144
1999-06-28,20.6,16.3,1999-06-27 20:45:00+00:00,25.3,1999-06-28 06:26:00+00:00,0.0,,,3.4,,0.7,269.6,0,701,127.67,36.0
1999-06-28,22.8,20.2,1999-06-27 18:13:00+00:00,26.0,1999-06-28 06:08:00+00:00,0.0,,,5.4,,0.8,247.6,0,702,126.9943,35.9385
1999-06-28,19.7,16.5,1999-06-27 20:00:00+00:00,23.6,1999-06-28 04:47:00+00:00,0.0,,,3.6,,0.5,242.4,0,703,127.3783,35.7702
1999-06-28,21.4,20.1,1999-06-27 21:10:00+00:00,23.6,1999-06-28 02:33:00+00:00,0.0,,,4.9,,0.8,42.2,0,704,126.463,35.6351
1999-06-28,22.0,19.1,1999-06-28 14:56:00+00:00,24.1,1999-06-28 02:11:00+00:00,1.0,,,7.3,,0.0,65.0,0,706,126.9731,35.3114
1999-06-28,21.7,19.4,1999-06-28 12:43:00+00:00,23.5,1999-06-28 05:33:00+00:00,2.0,,,7.0,,1.0,83.9,0,707,126.2076,35.0612
