dt,ta,tn,tn_at,tx,tx_at,rn,rx_1hr,rx_1hr_at,wx,wx_at,wa,wd_wx,nmin,code,x,y
2015-10-26,13.3,5.8,2015-10-25 17:34:00+00:00,21.2,2015-10-26 05:36:00+00:00,0.0,0.0,,6.3,2015-10-26 02:53:00+00:00,1.2,56.3,1437,605,127.7598,36.1631
2015-10-26,15.6,10.4,2015-10-25 15:54:00+00:00,21.5,2015-10-26 04:28:00+00:00,0.0,0.0,,8.3,2015-10-26 14:26:00+00:00,1.2,199.7,1440,616,126.6174,36.8894
2015-10-26,13.1,3.7,2015-10-25 18:55:00+00:00,20.0,2015-10-26 05:39:00+00:00,0.0,0.0,,8.1,2015-10-26 01:36:00+00:00,1.2,160.3,1437,619,127.7024,36.923
2015-10-26,8.8,1.1,2015-10-25 19:27:00+00:00,15.5,2015-10-26 06:03:00+00:00,0.0,0.0,,4.3,2015-10-26 05:17:00+00:00,0.6,36.6,1440,660,128.3776,37.562
2015-10-26,17.8,14.7,2015-10-25 15:57:00+00:00,21.0,2015-10-26 04:36:00+00:00,0.0,0.0,,11.6,2015-10-26 13:27:00+00:00,4.6,188.9,1438,669,126.0758,36.2292
2015-10-26,12.8,6.5,2015-10-25 21:33:00+00:00,17.5,2015-10-26 05:55:00+00:00,0.0,0.0,,3.1,2015-10-25 16:00:00+00:00,1.2,239.1,1437,670,128.6297,38.0873
2015-10-26,16.9,10.5,2015-10-25 21:41:00+00:00,22.4,2015-10-26 05:10:00+00:00,0.0,0.0,,7.2,2015-10-26 04:11:00+00:00,2.4,154.7,1436,672,126.4884,35.4424
2015-10-26,12.9,6.1,2015-10-25 20:09:00+00:00,20.2,2015-10-26 04:34:00+00:00,0.0,0.0,,6.6,2015-10-26 08:01:00+00:00,1.3,129.4,1437,673,128.7175,35.2822
2015-10-26,10.0,3.9,2015-10-25 21:46:00+00:00,15.1,2015-10-26 05:52:00+00:00,0.0,0.0,,9.5,2015-10-26 07:30:00+00:00,2.9,197.7,1437,674,128.8214,37.2197
2015-10-26,11.8,6.2,2015-10-25 18:00:00+00:00,17.2,2015-10-26 06:38:00+00:00,0.5,0.5,2015-10-26 11:00:00+00:00,2.8,2015-10-26 02:58:00+00:00,0.6,22.5,1438,675,127.5277,37.7898
2015-10-26,11.0,3.7,2015-10-25 19:54:00+00:00,17.7,2015-10-26 05:48:00+00:00,0.5,0.5,2015-10-26 15:00:00+00:00,5.1,2015-10-26 05:40:00+00:00,1.3,151.9,1439,680,127.8441,38.2127
2015-10-26,10.6,2.6,2015-10-25 20:01:00+00:00,17.7,2015-10-26 04:26:00+00:00,1.0,0.5,2015-10-26 10:00:00+00:00,4.6,2015-10-26 05:06:00+00:00,0.5,84.0,1439,681,127.8117,38.2438
2015-10-26,7.6,5.5,2015-10-25 20:57:00+00:00,12.4,2015-10-26 05:03:00+00:00,0.5,0.5,2015-10-26 14:00:00+00:00,10.5,2015-10-26 14:05:00+00:00,3.7,163.6,1439,682,127.8647,38.2806
2015-10-26,15.2,7.4,2015-10-25 17:40:00+00:00,20.8,2015-10-26 06:16:00+00:00,0.0,0.0,,6.9,2015-10-26 02:55:00+00:00,1.7,151.9,1440,683,127.4401,36.7232
2015-10-26,11.8,5.3,2015-10-25 19:25:00+00:00,18.0,2015-10-26 05:45:00+00:00,0.2,0.2,2015-10-26 10:00:00+00:00,5.4,2015-10-26 10:21:00+00:00,1.1,16.9,1439,684,127.7763,37.9546
2015-10-26,17.8,15.3,2015-10-25 20:12:00+00:00,22.1,2015-10-26 04:39:00+00:00,0.0,0.0,,9.9,2015-10-26 01:33:00+00:00,2.9,104.1,1438,685,126.4893,33.2613
2015-10-26,11.5,4.7,2015-10-25 19:31:00+00:00,20.2,2015-10-26 04:19:00+00:00,0.0,0.0,,6.5,2015-10-26 01:51:00+00:00,1.3,78.8,1439,686,128.1547,35.2439
2015-10-26,15.4,9.5,2015-10-25 22:13:00+00:00,22.7,2015-10-26 05:36:00+00:00,0.0,,,6.4,,2.2,146.3,1438,688,126.939,35.269
2015-10-26,13.7,7.7,2015-10-25 21:51:00+00:00,21.2,2015-10-26 05:26:00+00:00,0.0,0.0,,7.5,2015-10-26 03:59:00+00:00,1.0,225.0,1434,690,127.1386,35.3362
2015-10-26,14.3,6.5,2015-10-25 16:28:00+00:00,21.2,2015-10-26 05:36:00+00:00,0.0,0.0,,7.2,2015-10-26 04:39:00+00:00,1.1,210.9,1436,691,126.9565,36.3862
2015-10-26,12.1,4.8,2015-10-25 17:14:00+00:00,18.5,2015-10-26 03:59:00+00:00,4.0,2.0,2015-10-26 14:00:00+00:00,4.0,2015-10-26 02:23:00+00:00,0.6,191.3,1437,692,126.9245,38.0404
2015-10-26,15.5,9.9,2015-10-25 17:30:00+00:00,20.9,2015-10-26 06:08:00+00:00,0.0,0.0,,6.0,2015-10-26 01:30:00+00:00,0.8,101.3,1437,693,127.4401,36.7232
2015-10-26,11.9,9.3,2015-10-25 21:59:00+00:00,17.0,2015-10-26 04:45:00+00:00,0.0,0.0,,13.2,2015-10-26 14:50:00+00:00,5.5,226.2,1438,694,126.6094,36.7044
2015-10-26,7.9,6.6,2015-10-25 21:36:00+00:00,11.5,2015-10-26 04:19:00+00:00,4.0,2.0,2015-10-26 15:00:00+00:00,12.3,2015-10-26 12:57:00+00:00,3.9,165.9,1440,695,127.432,38.1162
2015-10-26,12.9,6.1,2015-10-25 21:46:00+00:00,20.2,2015-10-26 06:19:00+00:00,0.0,0.0,,6.9,2015-10-26 01:37:00+00:00,1.3,174.4,1436,696,129.0861,37.3466
2015-10-26,17.5,15.9,2015-10-25 22:00:00+00:00,18.8,2015-10-26 14:59:00+00:00,0.0,0.0,,14.0,2015-10-26 08:12:00+00:00,2.8,150.8,1440,697,125.9183,34.2511
