dt,avg_ta,min_ta,max_ta,max_ta_hrmt,min_ta_hrmt,sum_rn,hr1_max_rn,mi10_max_rn,sum_rn_dur,n9_9_rn,mi10_max_rn_hrmt,hr1_max_rn_hrmt,min_rhm,avg_rhm,min_rhm_hrmt,hr24_sum_rws,avg_ws,max_ins_ws,max_ws,max_ins_ws_wd,max_ws_wd,max_wd,max_ins_ws_hrmt,max_ws_hrmt,ss_dur,sum_ss_hr,hr1_max_icsr,sum_gsr,hr1_max_icsr_hrmt,avg_tca,avg_lmac,avg_td,min_tg,avg_ts,avg_m1_5_te,avg_cm5_te,avg_cm10_te,avg_cm20_te,avg_cm30_te,avg_m0_5_te,avg_m1_0_te,avg_m5_0_te,avg_m3_0_te,dd_mes,dd_mefs,sum_dpth_fhsc,dd_mes_hrmt,dd_mefs_hrmt,avg_pv,avg_pa,avg_ps,min_ps,max_ps,min_ps_hrmt,max_ps_hrmt,sum_fog_dur,sum_lrg_ev,sum_sml_ev,iscs,code,x,y
1993-12-19,4.0,0.9,9.1,1449.0,143.0,,,,,,,,55.0,62.5,0.0,1728.0,2.0,6.2,4.3,250.0,160.0,270.0,20.0,1200.0,9.5,5.4,,,,5.0,3.1,-2.6,-4.7,1.0,,,,,,,,,,,,,,,5.1,1021.2,1023.5,1021.0,1026.0,1430.0,0.0,,,,,90,128.5647,38.2509
1993-12-19,-0.8,-5.8,5.3,1515.0,830.0,,,,,,,,53.0,81.0,1530.0,636.0,0.7,5.5,4.0,230.0,230.0,230.0,1505.0,1505.0,9.5,3.0,,,,7.8,5.9,-4.0,-9.6,-1.0,,-1.4,-0.9,-0.1,1.1,2.7,6.5,,,0.0,,,0.0,,4.6,1003.9,1023.5,1020.4,1028.0,1500.0,0.0,,,1.0,-{박무}-{박무}{강도0}0300-{박무}{강도1}0600-{박무}{강도0}0900-{박무}{강도0}1200-1240.,95,127.3042,38.1479
1993-12-19,-3.5,-6.6,0.8,1410.0,0.0,,,,,,,,62.0,83.3,1400.0,4844.0,5.6,13.7,11.3,250.0,270.0,250.0,1807.0,10.0,9.6,0.9,1.22,5.62,1300.0,4.3,1.5,-6.0,-7.6,-3.8,,-3.5,-3.3,-2.2,-0.6,0.8,3.4,,,1.9,,,0.0,,3.9,922.7,1025.6,1022.3,1029.9,1430.0,0.0,,,1.1,,100,128.7587,37.6869
1993-12-19,-0.8,-5.3,2.5,1559.0,108.0,0.0,,,0.42,0.0,,,65.0,86.3,1548.0,293.0,0.3,2.0,1.7,250.0,360.0,110.0,1103.0,1640.0,9.5,0.0,0.87,3.86,1300.0,9.8,5.9,-2.8,-9.8,-0.3,11.3,-1.0,-0.4,1.1,1.7,3.6,8.0,16.5,15.3,0.0,0.0,0.0,,,5.0,1016.3,1025.9,1023.6,1030.0,1531.0,0.0,,,0.4,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-{박무}{강도0}1500-1630.  {박무}1920-{박무}{강도0}2100-{박무}{강도0}2400-  {눈}1115-1140.,101,127.7357,37.9026
1993-12-19,3.5,0.3,8.5,1503.0,759.0,,,,,,,,51.0,65.0,1407.0,1815.0,2.1,12.2,6.7,290.0,320.0,320.0,150.0,1342.0,9.6,2.5,1.18,5.47,1300.0,5.3,3.8,-2.5,-8.0,1.4,11.2,1.5,1.6,2.2,3.4,5.3,9.2,15.2,15.2,,,,,,5.1,1021.1,1024.5,1022.1,1026.9,1450.0,0.0,,,1.3,,105,128.891,37.7515
1993-12-19,2.9,-0.7,8.2,1410.0,710.0,,,,,,,,48.0,67.3,1315.0,940.0,1.1,5.0,2.5,340.0,230.0,230.0,1802.0,800.0,9.6,2.4,,,,5.3,3.0,-2.5,-9.8,0.0,,,,,,,,,,,,,,,5.1,1019.4,1023.4,1021.1,1025.7,1430.0,0.0,,,,,106,129.1243,37.5071
1993-12-19,2.1,-1.5,6.5,1442.0,720.0,0.0,,,0.83,,,,53.0,76.0,1434.0,1540.0,1.8,6.0,3.2,70.0,70.0,70.0,1116.0,1113.0,9.6,4.1,1.11,5.09,1300.0,6.5,4.1,-2.1,-7.0,0.6,,,,,,,,,,,,,,,5.3,1014.3,1025.3,1022.9,1029.2,1500.0,0.0,,,,-{박무}-{박무}{강도1}0300-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-1324.  {연무}1314-{연무}{강도0}1500-1738.{박무}1728-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도0}2400-.  {눈}0842-{눈}{강도0}0900-0918.  {비}1616-1630.,108,126.9658,37.5714
1993-12-19,3.3,0.2,8.3,1416.0,550.0,0.0,,,0.52,,,,51.0,70.5,1416.0,2732.0,3.2,9.3,5.3,110.0,110.0,110.0,817.0,840.0,9.6,5.1,1.32,5.83,1215.0,8.0,5.3,-1.6,-2.9,1.9,12.2,0.6,0.9,1.2,2.3,5.7,9.5,16.2,15.5,,,,,,5.5,1015.1,1023.9,1021.4,1028.2,1510.0,0.0,,,1.1, {싸락눈}0747-0758.  {눈}0805-0825,112,126.6244,37.4776
1993-12-19,-1.6,-6.7,4.2,1542.0,833.0,,,,,,,,63.0,85.5,1516.0,303.0,0.4,1.7,1.5,340.0,360.0,290.0,1316.0,1340.0,9.6,1.9,1.24,5.86,1200.0,8.3,6.4,-3.9,-9.1,0.0,,,,,,,,,,,,,,,4.6,1006.6,1025.8,1023.4,1029.5,1528.0,0.0,,,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0940.{박무}2120-{박무}{강도0}2400,114,127.9466,37.3375
1993-12-19,2.5,-1.8,7.9,1520.0,610.0,,,,,,,,53.0,76.3,1350.0,795.0,0.9,4.6,2.5,90.0,90.0,90.0,1025.0,1200.0,9.6,2.1,1.33,5.35,1130.0,8.0,5.8,-1.5,-5.2,-0.2,11.0,-0.1,0.0,0.9,2.1,3.8,8.5,14.1,14.4,,,,,,5.5,1020.6,1025.4,1022.8,1029.9,1440.0,0.0,,,0.6,{박무}2210-{박무}{강도0}2400-,119,126.9853,37.2723
