dt,ta,tn,tn_at,tx,tx_at,rn,rx_1hr,rx_1hr_at,wx,wx_at,wa,wd_wx,nmin,code,x,y
2021-01-01,-4.8,-11.6,2020-12-31 20:04:00+00:00,1.3,2021-01-01 06:04:00+00:00,0.0,,,5.9,2021-01-01 07:30:00+00:00,1.3,236.3,1440,569,127.157,37.5822
2021-01-02,-4.4,-7.9,2021-01-01 22:54:00+00:00,-0.7,2021-01-02 04:35:00+00:00,0.0,,,8.1,2021-01-02 05:37:00+00:00,1.8,281.3,1440,569,127.157,37.5822
2021-01-03,-5.9,-11.3,2021-01-02 22:49:00+00:00,-0.5,2021-01-03 04:53:00+00:00,0.0,,,5.8,2021-01-03 04:06:00+00:00,1.1,261.6,1440,569,127.157,37.5822
2021-01-04,-4.2,-10.2,2021-01-03 20:20:00+00:00,0.7,2021-01-04 05:07:00+00:00,0.0,,,5.0,2021-01-04 13:46:00+00:00,0.9,5.6,1440,569,127.157,37.5822
2021-01-05,-5.3,-9.8,2021-01-05 14:49:00+00:00,-1.9,2021-01-05 04:42:00+00:00,0.0,,,7.8,2021-01-05 01:39:00+00:00,1.8,270.0,1440,569,127.157,37.5822
2021-01-06,-7.6,-13.2,2021-01-05 23:02:00+00:00,-2.4,2021-01-06 05:33:00+00:00,0.0,,,10.0,2021-01-06 14:48:00+00:00,1.6,272.8,1440,569,127.157,37.5822
2021-01-07,-14.4,-16.7,2021-01-06 22:59:00+00:00,-7.1,2021-01-06 15:01:00+00:00,0.0,,,11.9,2021-01-06 17:54:00+00:00,3.0,329.1,1440,569,127.157,37.5822
2021-01-08,-14.7,-18.9,2021-01-07 23:05:00+00:00,-9.8,2021-01-08 06:39:00+00:00,0.0,,,8.3,2021-01-08 05:22:00+00:00,2.0,267.2,1440,569,127.157,37.5822
2021-01-09,-12.6,-18.3,2021-01-08 22:32:00+00:00,-7.0,2021-01-09 06:07:00+00:00,0.0,,,8.3,2021-01-09 05:24:00+00:00,1.3,275.6,1440,569,127.157,37.5822
2021-01-10,-9.2,-16.3,2021-01-09 20:27:00+00:00,-2.6,2021-01-10 06:52:00+00:00,0.0,,,3.7,2021-01-10 05:34:00+00:00,0.8,177.2,1440,569,127.157,37.5822
2021-01-11,-8.1,-12.8,2021-01-10 20:45:00+00:00,-3.5,2021-01-11 06:19:00+00:00,0.0,,,3.8,2021-01-11 02:34:00+00:00,0.9,64.7,1413,569,127.157,37.5822
2021-01-12,-5.4,-11.7,2021-01-11 20:13:00+00:00,-0.3,2021-01-12 03:56:00+00:00,0.0,,,4.6,2021-01-12 01:44:00+00:00,1.0,95.6,1440,569,127.157,37.5822
2021-01-13,1.7,-4.7,2021-01-12 17:14:00+00:00,8.4,2021-01-13 06:12:00+00:00,0.0,,,7.1,2021-01-13 07:11:00+00:00,1.5,230.6,1440,569,127.157,37.5822
2021-01-14,1.0,-5.0,2021-01-13 22:32:00+00:00,7.4,2021-01-14 06:05:00+00:00,0.0,,,4.5,2021-01-13 16:59:00+00:00,1.0,258.8,1440,569,127.157,37.5822
2021-01-15,3.8,-2.0,2021-01-14 16:49:00+00:00,10.8,2021-01-15 04:54:00+00:00,0.0,,,9.7,2021-01-15 06:16:00+00:00,2.0,250.3,1440,569,127.157,37.5822
2021-01-16,-4.2,-8.3,2021-01-16 14:40:00+00:00,0.2,2021-01-15 15:01:00+00:00,0.0,,,7.2,2021-01-16 05:34:00+00:00,2.2,247.5,1440,569,127.157,37.5822
2021-01-17,-5.8,-12.0,2021-01-16 21:53:00+00:00,-0.9,2021-01-17 06:29:00+00:00,0.0,,,7.2,2021-01-17 05:12:00+00:00,1.4,225.0,1440,569,127.157,37.5822
2021-01-18,-3.6,-8.9,2021-01-17 15:00:00+00:00,1.3,2021-01-18 06:20:00+00:00,0.5,,,11.7,2021-01-18 06:42:00+00:00,2.0,334.7,1439,569,127.157,37.5822
2021-01-19,-6.9,-12.4,2021-01-18 22:41:00+00:00,-1.0,2021-01-19 07:43:00+00:00,0.0,,,5.9,2021-01-18 17:18:00+00:00,1.2,331.9,1440,569,127.157,37.5822
2021-01-20,-1.4,-9.1,2021-01-19 20:22:00+00:00,7.1,2021-01-20 06:18:00+00:00,0.0,,,6.1,2021-01-20 01:11:00+00:00,1.2,59.1,1440,569,127.157,37.5822
2021-01-21,3.2,0.0,2021-01-20 16:11:00+00:00,7.4,2021-01-21 04:45:00+00:00,8.0,,,4.1,2021-01-21 10:45:00+00:00,1.0,61.9,1440,569,127.157,37.5822
2021-01-22,4.8,2.7,2021-01-21 15:38:00+00:00,6.5,2021-01-22 02:48:00+00:00,0.5,,,4.1,2021-01-22 14:15:00+00:00,0.8,33.8,1440,569,127.157,37.5822
2021-01-23,7.3,4.1,2021-01-22 18:29:00+00:00,12.6,2021-01-23 05:54:00+00:00,0.0,,,8.6,2021-01-23 01:17:00+00:00,2.6,64.7,1440,569,127.157,37.5822
2021-01-24,6.4,1.1,2021-01-23 21:16:00+00:00,13.8,2021-01-24 06:18:00+00:00,0.0,,,5.2,2021-01-23 18:16:00+00:00,1.3,64.7,1440,569,127.157,37.5822
2021-01-25,6.1,-0.3,2021-01-24 21:40:00+00:00,14.6,2021-01-25 06:33:00+00:00,0.0,,,4.0,2021-01-25 06:00:00+00:00,1.1,101.3,1440,569,127.157,37.5822
2021-01-26,4.3,1.2,2021-01-26 14:48:00+00:00,6.4,2021-01-26 05:48:00+00:00,1.5,,,5.6,2021-01-26 08:09:00+00:00,1.1,261.6,1440,569,127.157,37.5822
2021-01-27,1.7,-2.5,2021-01-26 22:39:00+00:00,6.9,2021-01-27 06:13:00+00:00,0.0,,,7.4,2021-01-27 05:17:00+00:00,1.2,315.0,1440,569,127.157,37.5822
2021-01-28,-2.7,-9.3,2021-01-28 14:58:00+00:00,2.3,2021-01-28 00:56:00+00:00,1.5,,,13.3,2021-01-28 04:10:00+00:00,3.1,270.0,1440,569,127.157,37.5822
2021-01-29,-8.5,-11.5,2021-01-28 19:56:00+00:00,-4.5,2021-01-29 05:33:00+00:00,0.0,,,9.3,2021-01-28 15:05:00+00:00,2.2,317.8,1440,569,127.157,37.5822
2021-01-30,-2.0,-9.3,2021-01-29 15:31:00+00:00,5.8,2021-01-30 06:52:00+00:00,0.0,,,6.9,2021-01-30 06:55:00+00:00,1.6,295.3,1440,569,127.157,37.5822
